Gene ID	Representative Transcript ID	Chromosome	TSS	strand
ENSDARG00000029905	ENSDART00000147187	21	4508995	+
ENSDARG00000029907	ENSDART00000061394	20	38758797	-
ENSDARG00000029911	ENSDART00000040065	3	23461954	-
ENSDARG00000029928	ENSDART00000130876	13	25199849	+
ENSDARG00000029931	ENSDART00000058958	3	52899801	+
ENSDARG00000029936	ENSDART00000159237	1	192033	-
ENSDARG00000029944	ENSDART00000041529	4	17353972	-
ENSDARG00000029952	ENSDART00000143554	8	25254435	+
ENSDARG00000029955	ENSDART00000181983	9	12847040	+
ENSDARG00000029995	ENSDART00000139240	7	39385540	+
ENSDARG00000030006	ENSDART00000139486	21	30794351	+
ENSDARG00000030012	ENSDART00000161468	9	24065855	+
ENSDARG00000030020	ENSDART00000043960	15	35212462	-
ENSDARG00000030025	ENSDART00000153779	15	31013578	+
ENSDARG00000030038	ENSDART00000044125	20	14463012	-
ENSDARG00000030053	ENSDART00000110777	20	52546186	+
ENSDARG00000030058	ENSDART00000018603	15	27387555	+
ENSDARG00000030064	ENSDART00000131929	17	21887823	+
ENSDARG00000030078	ENSDART00000041429	18	7345417	+
ENSDARG00000030087	ENSDART00000045036	5	37032038	+
ENSDARG00000030092	ENSDART00000043938	20	48116476	+
ENSDARG00000030094	ENSDART00000047772	17	22102791	+
ENSDARG00000030095	ENSDART00000042273	24	37902687	+
ENSDARG00000030097	ENSDART00000050077	7	58269812	-
ENSDARG00000030106	ENSDART00000132426	20	34801181	-
ENSDARG00000030107	ENSDART00000152768	20	21806170	-
ENSDARG00000030108	ENSDART00000043499	2	9973687	+
ENSDARG00000030110	ENSDART00000027661	25	31423493	-
ENSDARG00000030114	ENSDART00000042678	25	34938317	+
ENSDARG00000030116	ENSDART00000046042	20	28932038	-
ENSDARG00000030125	ENSDART00000181529	20	19074390	+
ENSDARG00000030133	ENSDART00000047358	5	55984270	+
ENSDARG00000030139	ENSDART00000039865	15	21692630	-
ENSDARG00000030153	ENSDART00000040445	4	17671164	+
ENSDARG00000030155	ENSDART00000121984	8	18010568	+
ENSDARG00000030156	ENSDART00000048046	24	36316104	-
ENSDARG00000030157	ENSDART00000159497	3	30257582	+
ENSDARG00000030161	ENSDART00000145201	7	60359347	+
ENSDARG00000030163	ENSDART00000049720	3	39180048	-
ENSDARG00000030166	ENSDART00000044089	6	2627488	-
ENSDARG00000030173	ENSDART00000043466	5	28767636	-
ENSDARG00000030176	ENSDART00000048050	7	23745984	-
ENSDARG00000030177	ENSDART00000104322	9	21976670	-
ENSDARG00000030213	ENSDART00000029763	21	45878872	-
ENSDARG00000030215	ENSDART00000049045	19	43314700	+
ENSDARG00000030224	ENSDART00000042421	14	49133426	-
ENSDARG00000030236	ENSDART00000122747	17	50010121	-
ENSDARG00000030237	ENSDART00000023470	17	26803470	+
ENSDARG00000030239	ENSDART00000163780	11	42422371	+
ENSDARG00000030241	ENSDART00000123203	7	23894879	-
ENSDARG00000030250	ENSDART00000003325	22	835728	+
ENSDARG00000030251	ENSDART00000039585	18	13203351	-
ENSDARG00000030254	ENSDART00000050345	2	37967368	-
ENSDARG00000030263	ENSDART00000140995	20	44557037	-
ENSDARG00000030265	ENSDART00000183889	13	30028103	-
ENSDARG00000030267	ENSDART00000049331	5	67993086	-
ENSDARG00000030269	ENSDART00000045754	9	34396264	-
ENSDARG00000030270	ENSDART00000103395	25	31405266	+
ENSDARG00000030278	ENSDART00000103638	25	25766033	+
ENSDARG00000030289	ENSDART00000137172	1	51157660	-
ENSDARG00000030297	ENSDART00000166886	11	37768298	+
ENSDARG00000030307	ENSDART00000087093	7	60111581	+
ENSDARG00000030326	ENSDART00000050217	19	8481802	+
ENSDARG00000030335	ENSDART00000041549	6	52242139	+
ENSDARG00000030340	ENSDART00000192642	2	3044947	-
ENSDARG00000030347	ENSDART00000165683	7	15308219	+
ENSDARG00000030349	ENSDART00000041269	6	13783634	-
ENSDARG00000030350	ENSDART00000114035	1	5455502	-
ENSDARG00000030357	ENSDART00000167214	17	43867910	+
ENSDARG00000030364	ENSDART00000043713	19	46957968	-
ENSDARG00000030367	ENSDART00000041805	24	37955993	-
ENSDARG00000030368	ENSDART00000168067	1	40613297	+
ENSDARG00000030376	ENSDART00000143664	1	45553602	-
ENSDARG00000030394	ENSDART00000028529	3	30980852	+
ENSDARG00000030402	ENSDART00000043595	19	2231188	-
ENSDARG00000030408	ENSDART00000128025	6	49526510	-
ENSDARG00000030440	ENSDART00000043345	13	45475289	-
ENSDARG00000030441	ENSDART00000040409	13	30161684	-
ENSDARG00000030448	ENSDART00000029801	2	37480669	+
ENSDARG00000030449	ENSDART00000039597	19	8973042	+
ENSDARG00000030463	ENSDART00000144327	7	35229645	+
ENSDARG00000030465	ENSDART00000048206	18	15269272	-
ENSDARG00000030472	ENSDART00000153168	12	26587231	-
ENSDARG00000030478	ENSDART00000179383	9	44905897	-
ENSDARG00000030479	ENSDART00000156047	15	31516583	-
ENSDARG00000030490	ENSDART00000145147	17	38566717	+
ENSDARG00000030494	ENSDART00000045600	16	42894628	-
ENSDARG00000030512	ENSDART00000043452	18	21950751	-
ENSDARG00000030514	ENSDART00000125125	1	17569793	-
ENSDARG00000030530	ENSDART00000048890	20	42668875	+
ENSDARG00000030532	ENSDART00000040542	15	22448456	+
ENSDARG00000030537	ENSDART00000036668	17	8925232	+
ENSDARG00000030547	ENSDART00000122654	23	17800717	+
ENSDARG00000030560	ENSDART00000042674	3	60962410	+
ENSDARG00000030563	ENSDART00000043881	1	10305611	+
ENSDARG00000030573	ENSDART00000040753	3	42125655	-
ENSDARG00000030583	ENSDART00000045071	12	42214	-
ENSDARG00000030588	ENSDART00000142678	20	28861435	+
ENSDARG00000030591	ENSDART00000045056	2	26604773	+
ENSDARG00000030598	ENSDART00000075320	4	3358383	+
ENSDARG00000030602	ENSDART00000161547	16	24195361	-
ENSDARG00000030604	ENSDART00000045985	15	5742531	-
ENSDARG00000030608	ENSDART00000129953	14	12169979	+
ENSDARG00000030614	ENSDART00000041861	4	21206283	+
ENSDARG00000030616	ENSDART00000103982	3	24093144	-
ENSDARG00000030626	ENSDART00000028417	13	29470442	+
ENSDARG00000030630	ENSDART00000046115	13	35925490	+
ENSDARG00000030632	ENSDART00000042221	11	4175773	-
ENSDARG00000030633	ENSDART00000192129	9	28150275	+
ENSDARG00000030636	ENSDART00000101401	9	27396427	-
ENSDARG00000030641	ENSDART00000044658	23	32100106	-
ENSDARG00000030644	ENSDART00000047528	8	25190023	+
ENSDARG00000030650	ENSDART00000138305	23	25821055	+
ENSDARG00000030656	ENSDART00000044057	1	45633955	-
ENSDARG00000030665	ENSDART00000046076	21	41818359	-
ENSDARG00000030687	ENSDART00000078202	11	33919309	-
ENSDARG00000030694	ENSDART00000050221	4	5247335	-
ENSDARG00000030700	ENSDART00000187135	19	16015881	+
ENSDARG00000030703	ENSDART00000006538	1	50921266	+
ENSDARG00000030716	ENSDART00000045245	19	9522548	-
ENSDARG00000030722	ENSDART00000191167	2	23768832	-
ENSDARG00000030723	ENSDART00000105784	24	26432541	+
ENSDARG00000030733	ENSDART00000050303	13	27951688	+
ENSDARG00000030743	ENSDART00000047552	13	34862484	-
ENSDARG00000030753	ENSDART00000180147	18	45666489	+
ENSDARG00000030756	ENSDART00000021977	3	54607166	-
ENSDARG00000030758	ENSDART00000043226	15	2903475	-
ENSDARG00000030759	ENSDART00000047728	1	21881818	-
ENSDARG00000030765	ENSDART00000050603	1	49919042	-
ENSDARG00000030775	ENSDART00000138758	14	9056067	-
ENSDARG00000030778	ENSDART00000040281	24	39990695	+
ENSDARG00000030781	ENSDART00000014669	10	44017652	-
ENSDARG00000030782	ENSDART00000157149	15	20190052	-
ENSDARG00000030786	ENSDART00000184219	25	3035384	+
ENSDARG00000030789	ENSDART00000048753	9	38314466	+
ENSDARG00000030803	ENSDART00000049633	10	35108683	-
ENSDARG00000030804	ENSDART00000049328	13	6086730	+
ENSDARG00000030805	ENSDART00000050585	10	26985231	-
ENSDARG00000030824	ENSDART00000139929	2	42492445	-
ENSDARG00000030830	ENSDART00000181978	23	35396978	-
ENSDARG00000030832	ENSDART00000136255	20	31076488	+
ENSDARG00000030839	ENSDART00000041504	5	32141790	+
ENSDARG00000030844	ENSDART00000148278	20	29505863	-
ENSDARG00000030867	ENSDART00000142730	8	25874426	-
ENSDARG00000030871	ENSDART00000165079	18	18455029	+
ENSDARG00000030872	ENSDART00000046891	18	17611627	+
ENSDARG00000030881	ENSDART00000040900	3	32079916	-
ENSDARG00000030887	ENSDART00000042481	5	24245218	-
ENSDARG00000030896	ENSDART00000169498	2	722170	-
ENSDARG00000030905	ENSDART00000046716	20	36917670	-
ENSDARG00000030913	ENSDART00000047471	15	25367309	-
ENSDARG00000030914	ENSDART00000048831	10	35265083	+
ENSDARG00000030915	ENSDART00000005877	25	18454016	-
ENSDARG00000030932	ENSDART00000048581	21	19648814	+
ENSDARG00000030933	ENSDART00000154254	15	31109760	-
ENSDARG00000030938	ENSDART00000047716	14	45970033	+
ENSDARG00000030945	ENSDART00000156352	15	16177603	-
ENSDARG00000030949	ENSDART00000047013	15	2519640	-
ENSDARG00000030954	ENSDART00000103703	19	12404590	-
ENSDARG00000030957	ENSDART00000045099	17	22577472	+
ENSDARG00000030961	ENSDART00000043096	5	29671681	+
ENSDARG00000030964	ENSDART00000067608	11	42525450	-
ENSDARG00000030967	ENSDART00000021556	13	21779975	+
ENSDARG00000030972	ENSDART00000021336	1	45002971	+
ENSDARG00000030975	ENSDART00000040035	6	16406723	+
ENSDARG00000030980	ENSDART00000048887	6	54845622	-
ENSDARG00000030981	ENSDART00000045533	8	4803906	+
ENSDARG00000030999	ENSDART00000066655	24	23791758	+
ENSDARG00000031015	ENSDART00000105680	24	35767501	-
ENSDARG00000031020	ENSDART00000042701	23	36616717	+
ENSDARG00000031044	ENSDART00000098850	8	32386042	-
ENSDARG00000031046	ENSDART00000124313	8	10932206	-
ENSDARG00000031048	ENSDART00000041711	12	19362335	+
ENSDARG00000031049	ENSDART00000041443	11	29082429	-
ENSDARG00000031095	ENSDART00000048985	18	41313999	+
ENSDARG00000031098	ENSDART00000048423	15	20528494	-
ENSDARG00000031100	ENSDART00000061659	20	34326874	+
ENSDARG00000031108	ENSDART00000177989	1	24349789	-
ENSDARG00000031116	ENSDART00000133898	3	24511959	+
ENSDARG00000031119	ENSDART00000101957	3	61494840	-
ENSDARG00000031126	ENSDART00000047418	3	57948377	+
ENSDARG00000031136	ENSDART00000153088	20	25225112	+
ENSDARG00000031138	ENSDART00000042271	25	36492779	-
ENSDARG00000031161	ENSDART00000103169	23	35821521	-
ENSDARG00000031164	ENSDART00000040204	1	5402476	+
ENSDARG00000031198	ENSDART00000190501	25	7241084	+
ENSDARG00000031200	ENSDART00000110252	20	53963515	-
ENSDARG00000031202	ENSDART00000049514	1	29758947	-
ENSDARG00000031203	ENSDART00000100788	1	53504603	-
ENSDARG00000031214	ENSDART00000047902	15	18115624	-
ENSDARG00000031216	ENSDART00000041895	22	367569	-
ENSDARG00000031222	ENSDART00000148020	8	3085120	+
ENSDARG00000031228	ENSDART00000102301	4	11751037	-
ENSDARG00000031240	ENSDART00000145664	17	34963575	-
ENSDARG00000031243	ENSDART00000073549	7	55112922	+
ENSDARG00000031246	ENSDART00000193171	21	30168949	-
ENSDARG00000031248	ENSDART00000042478	24	6678640	-
ENSDARG00000031261	ENSDART00000039878	8	13064750	+
ENSDARG00000031283	ENSDART00000045565	19	9472893	-
ENSDARG00000031293	ENSDART00000044150	12	9499742	+
ENSDARG00000031299	ENSDART00000049831	15	15403560	+
ENSDARG00000031302	ENSDART00000079806	13	28263868	-
ENSDARG00000031307	ENSDART00000114537	24	4977862	+
ENSDARG00000031316	ENSDART00000125039	20	20533865	-
ENSDARG00000031317	ENSDART00000043076	23	17429775	-
ENSDARG00000031325	ENSDART00000047071	3	47235997	-
ENSDARG00000031336	ENSDART00000100769	5	38200807	+
ENSDARG00000031337	ENSDART00000046766	16	20910186	+
ENSDARG00000031343	ENSDART00000042255	2	22795494	+
ENSDARG00000031345	ENSDART00000075017	5	43682930	-
ENSDARG00000031346	ENSDART00000044043	4	25515591	-
ENSDARG00000031348	ENSDART00000139909	19	12762887	+
ENSDARG00000031366	ENSDART00000040032	17	25563847	-
ENSDARG00000031372	ENSDART00000040278	2	26303627	+
ENSDARG00000031382	ENSDART00000043162	14	21618005	-
ENSDARG00000031387	ENSDART00000042194	22	4707663	+
ENSDARG00000031388	ENSDART00000144842	6	58832155	+
ENSDARG00000031420	ENSDART00000031499	25	15214161	-
ENSDARG00000031422	ENSDART00000025256	9	46745348	+
ENSDARG00000031426	ENSDART00000041877	2	23790748	+
ENSDARG00000031427	ENSDART00000021083	13	8785610	-
ENSDARG00000031434	ENSDART00000104219	17	29271359	-
ENSDARG00000031435	ENSDART00000045697	1	40263671	+
ENSDARG00000031438	ENSDART00000040275	25	7670683	+
ENSDARG00000031463	ENSDART00000182471	11	24620742	+
ENSDARG00000031483	ENSDART00000168795	13	39160018	-
ENSDARG00000031489	ENSDART00000184325	23	19684721	-
ENSDARG00000031494	ENSDART00000174455	19	26770083	-
ENSDARG00000031495	ENSDART00000049109	8	2591654	-
ENSDARG00000031496	ENSDART00000041468	14	4796168	+
ENSDARG00000031506	ENSDART00000038696	20	46311242	+
ENSDARG00000031511	ENSDART00000171281	19	47394270	+
ENSDARG00000031533	ENSDART00000142123	17	44441042	+
ENSDARG00000031534	ENSDART00000079333	3	19468777	+
ENSDARG00000031540	ENSDART00000152321	20	2227860	+
ENSDARG00000031548	ENSDART00000040209	2	8017579	-
ENSDARG00000031560	ENSDART00000042972	11	2763168	+
ENSDARG00000031562	ENSDART00000130670	15	15786160	+
ENSDARG00000031587	ENSDART00000041397	20	37844035	+
ENSDARG00000031588	ENSDART00000193360	12	38940731	+
ENSDARG00000031598	ENSDART00000145697	16	36798783	-
ENSDARG00000031600	ENSDART00000049864	20	13969414	+
ENSDARG00000031616	ENSDART00000032050	12	6033854	-
ENSDARG00000031618	ENSDART00000042386	3	58543658	-
ENSDARG00000031632	ENSDART00000047211	1	28031697	+
ENSDARG00000031637	ENSDART00000147250	24	21720304	+
ENSDARG00000031647	ENSDART00000148661	6	39160422	-
ENSDARG00000031649	ENSDART00000047378	23	28731379	+
ENSDARG00000031657	ENSDART00000042368	3	18795570	+
ENSDARG00000031658	ENSDART00000056750	2	29795833	+
ENSDARG00000031664	ENSDART00000049339	6	7414215	+
ENSDARG00000031680	ENSDART00000041751	9	32684008	-
ENSDARG00000031681	ENSDART00000147439	2	33687214	-
ENSDARG00000031683	ENSDART00000043298	20	46554440	-
ENSDARG00000031693	ENSDART00000173455	7	41295511	-
ENSDARG00000031698	ENSDART00000048628	23	32044410	+
ENSDARG00000031709	ENSDART00000187235	2	23004355	-
ENSDARG00000031712	ENSDART00000134224	18	9046805	-
ENSDARG00000031720	ENSDART00000129248	23	29668286	-
ENSDARG00000031737	ENSDART00000049154	4	612363	+
ENSDARG00000031745	ENSDART00000048448	8	36475328	-
ENSDARG00000031751	ENSDART00000136244	19	26423590	+
ENSDARG00000031756	ENSDART00000171594	18	23193567	+
ENSDARG00000031757	ENSDART00000041054	16	32029090	+
ENSDARG00000031761	ENSDART00000047670	5	32338872	-
ENSDARG00000031763	ENSDART00000100569	18	19648275	+
ENSDARG00000031768	ENSDART00000121449	25	33849647	+
ENSDARG00000031770	ENSDART00000004896	12	5998938	-
ENSDARG00000031774	ENSDART00000123990	25	235992	+
ENSDARG00000031775	ENSDART00000047452	16	13680692	-
ENSDARG00000031776	ENSDART00000044238	3	32099507	+
ENSDARG00000031777	ENSDART00000125361	4	18635005	-
ENSDARG00000031782	ENSDART00000139451	17	25481466	+
ENSDARG00000031795	ENSDART00000191237	19	30447743	-
ENSDARG00000031796	ENSDART00000052989	7	26087807	-
ENSDARG00000031809	ENSDART00000045792	16	53455638	+
ENSDARG00000031814	ENSDART00000130589	15	24563504	+
ENSDARG00000031817	ENSDART00000050445	1	25370281	-
ENSDARG00000031819	ENSDART00000040926	13	30163515	+
ENSDARG00000031836	ENSDART00000165084	1	44950170	+
ENSDARG00000031845	ENSDART00000146590	17	35076730	-
ENSDARG00000031848	ENSDART00000173450	11	669558	-
ENSDARG00000031875	ENSDART00000183008	24	13635108	+
ENSDARG00000031876	ENSDART00000149445	16	25393699	-
ENSDARG00000031885	ENSDART00000001359	19	7115223	+
ENSDARG00000031886	ENSDART00000129889	24	37825634	+
ENSDARG00000031888	ENSDART00000190640	13	31167461	-
ENSDARG00000031890	ENSDART00000045659	25	15273370	+
ENSDARG00000031891	ENSDART00000040826	5	15203421	+
ENSDARG00000031894	ENSDART00000132405	1	49814461	+
ENSDARG00000031907	ENSDART00000039822	11	14321113	+
ENSDARG00000031911	ENSDART00000136567	20	6590220	+
ENSDARG00000031915	ENSDART00000042049	13	29980215	-
ENSDARG00000031929	ENSDART00000132850	14	33278084	-
ENSDARG00000031952	ENSDART00000133472	1	55137958	+
ENSDARG00000031954	ENSDART00000047444	22	10158038	-
ENSDARG00000031956	ENSDART00000110497	4	5691257	-
ENSDARG00000031968	ENSDART00000045609	12	19866865	+
ENSDARG00000031971	ENSDART00000042297	9	27410659	-
ENSDARG00000031976	ENSDART00000048847	15	30323491	+
ENSDARG00000031981	ENSDART00000046050	13	25720969	+
ENSDARG00000031983	ENSDART00000048110	20	20484827	+
ENSDARG00000031985	ENSDART00000188900	5	32814417	-
ENSDARG00000032005	ENSDART00000043946	6	7421898	+
ENSDARG00000032010	ENSDART00000100622	9	37320222	+
ENSDARG00000032013	ENSDART00000042218	15	25319663	-
ENSDARG00000032037	ENSDART00000044970	25	7670391	-
ENSDARG00000032039	ENSDART00000134064	5	13766651	-
ENSDARG00000032043	ENSDART00000098052	2	43745175	-
ENSDARG00000032049	ENSDART00000172395	20	36617313	-
ENSDARG00000032056	ENSDART00000192938	1	34224360	+
ENSDARG00000032072	ENSDART00000137382	8	8446430	-
ENSDARG00000032079	ENSDART00000183396	15	42995051	+
ENSDARG00000032083	ENSDART00000146517	10	18952271	+
ENSDARG00000032087	ENSDART00000063147	22	11520249	+
ENSDARG00000032098	ENSDART00000048823	24	17039638	-
ENSDARG00000032102	ENSDART00000041700	13	9842276	+
ENSDARG00000032103	ENSDART00000162983	18	39188664	-
ENSDARG00000032114	ENSDART00000123222	20	23472319	-
ENSDARG00000032116	ENSDART00000186864	14	30413312	+
ENSDARG00000032117	ENSDART00000023963	20	33175190	+
ENSDARG00000032126	ENSDART00000183164	20	29475172	-
ENSDARG00000032129	ENSDART00000047660	3	33941875	-
ENSDARG00000032131	ENSDART00000130568	24	20968308	+
ENSDARG00000032155	ENSDART00000185503	13	31545530	+
ENSDARG00000032156	ENSDART00000043067	9	8396755	+
ENSDARG00000032157	ENSDART00000027459	21	36623162	+
ENSDARG00000032161	ENSDART00000190095	11	21586157	-
ENSDARG00000032175	ENSDART00000144613	2	32671854	-
ENSDARG00000032188	ENSDART00000148138	21	4256291	+
ENSDARG00000032197	ENSDART00000146115	9	30720048	+
ENSDARG00000032199	ENSDART00000173108	14	31465905	-
ENSDARG00000032206	ENSDART00000136314	6	37403444	-
ENSDARG00000032218	ENSDART00000177640	4	21866851	+
ENSDARG00000032221	ENSDART00000044235	16	34285106	-
ENSDARG00000032234	ENSDART00000046004	8	27743550	+
ENSDARG00000032237	ENSDART00000058524	20	23494695	-
ENSDARG00000032238	ENSDART00000152641	20	14925281	-
ENSDARG00000032242	ENSDART00000044154	4	12031958	+
ENSDARG00000032246	ENSDART00000185134	24	26134029	+
ENSDARG00000032256	ENSDART00000105064	17	14966384	-
ENSDARG00000032261	ENSDART00000040680	20	1120056	-
ENSDARG00000032263	ENSDART00000040443	21	30721733	+
ENSDARG00000032264	ENSDART00000185383	11	1551603	+
ENSDARG00000032272	ENSDART00000042495	24	21973929	+
ENSDARG00000032277	ENSDART00000104606	20	2713190	-
ENSDARG00000032285	ENSDART00000158174	15	808647	+
ENSDARG00000032296	ENSDART00000045124	21	40717678	-
ENSDARG00000032298	ENSDART00000045752	22	10129788	+
ENSDARG00000032317	ENSDART00000190722	2	21982911	+
ENSDARG00000032318	ENSDART00000063029	22	12925741	-
ENSDARG00000032319	ENSDART00000125389	4	16001215	-
ENSDARG00000032324	ENSDART00000101269	9	28939796	-
ENSDARG00000032326	ENSDART00000039054	16	4695075	+
ENSDARG00000032327	ENSDART00000129598	3	57630791	-
ENSDARG00000032340	ENSDART00000042158	1	45662774	-
ENSDARG00000032344	ENSDART00000006602	3	46628885	+
ENSDARG00000032353	ENSDART00000040240	10	15970	+
ENSDARG00000032369	ENSDART00000039907	20	20932782	-
ENSDARG00000032372	ENSDART00000042420	5	51148298	-
ENSDARG00000032373	ENSDART00000047515	21	34032650	-
ENSDARG00000032380	ENSDART00000128780	21	22189719	-
ENSDARG00000032389	ENSDART00000048003	4	10599062	-
ENSDARG00000032405	ENSDART00000049170	4	77979432	-
ENSDARG00000032426	ENSDART00000149527	17	6467398	+
ENSDARG00000032430	ENSDART00000016860	15	21744680	+
ENSDARG00000032431	ENSDART00000146544	20	38671894	+
ENSDARG00000032435	ENSDART00000045475	13	48058813	-
ENSDARG00000032458	ENSDART00000173994	7	24888910	+
ENSDARG00000032465	ENSDART00000042974	2	37110579	+
ENSDARG00000032469	ENSDART00000048722	18	16795262	-
ENSDARG00000032482	ENSDART00000190254	5	43530388	+
ENSDARG00000032496	ENSDART00000019353	16	24656265	-
ENSDARG00000032516	ENSDART00000045682	22	15343953	+
ENSDARG00000032532	ENSDART00000041597	18	38885309	+
ENSDARG00000032535	ENSDART00000040804	8	44904723	-
ENSDARG00000032552	ENSDART00000043069	13	42400647	-
ENSDARG00000032553	ENSDART00000149640	17	9930163	-
ENSDARG00000032565	ENSDART00000041388	3	29714775	+
ENSDARG00000032571	ENSDART00000043626	20	2589414	+
ENSDARG00000032575	ENSDART00000041960	19	12193622	-
ENSDARG00000032577	ENSDART00000047134	8	48668111	-
ENSDARG00000032578	ENSDART00000043210	12	45876387	-
ENSDARG00000032584	ENSDART00000044786	5	72105216	-
ENSDARG00000032603	ENSDART00000103425	6	48317562	-
ENSDARG00000032606	ENSDART00000109620	21	43328685	+
ENSDARG00000032614	ENSDART00000136901	15	30816514	-
ENSDARG00000032617	ENSDART00000082667	14	17563773	-
ENSDARG00000032618	ENSDART00000035259	4	12718367	-
ENSDARG00000032619	ENSDART00000049240	3	18189283	-
ENSDARG00000032623	ENSDART00000045842	17	26911852	-
ENSDARG00000032627	ENSDART00000039877	4	26053044	+
ENSDARG00000032630	ENSDART00000143888	9	22892838	-
ENSDARG00000032631	ENSDART00000154438	7	5039562	-
